assessment_event_id,program_id_anon,activity_title,activity_id,activity_event_id,creator_id_anon,activity_event_date,activity_event_created_date,evidence_recorded_date,assessment_event_creation_date,expiration_date,rater_id_anon,rater_role_during_event,subject_id_anon,subject_role_during_event,subject_pgy_now,subject_pgy_during_event,created_by,instrument_title,instrument_id,activity_value,activity_anchor,age_value,age_anchor,assessment_type_value,assessment_type_anchor,commitment_to_growth_and_learning_value,collaborating_with_others_value,complexity_value,complexity_anchor,diagnosis_value,diagnosis_anchor,duration_of_observation_value,duration_of_observation_anchor,family_centered_care_value,feedback_value,knowing_limits_and_help_seeking_value,next_level_value,professional_behaviors_and_responsibilities_value,providing_high_value_care_value,plan_value,plan_anchor,procedure_value,procedure_anchor,readiness_for_practice_value,readiness_for_practice_anchor,setting_value,supervision_value,supervision_anchor,why_value
34559099-121f-410c-8a2c-bc8e48ba118d,0d5099be4af1b9fb7ef4f448e6d284f0,"ROUTINE HEALTH VISIT for child WITHOUT significant complex, chronic, or special health care needs",ebffffa8-c755-4a62-b157-dc3a17ed3385,7cdb40e3-a0e8-4f01-a64c-7ccf33e6b9f0,6c0848aa4ce7912b9dbfb375b02cef5e,2025-09-08 16:10:28.000,2025-09-08 16:10:28.000,2025-09-08 19:11:16.128,2025-09-08 16:12:30.381,2025-09-15 16:10:28.000,fd3c4aa07619efa7939d0a16ca94c5ef,Attending,6c0848aa4ce7912b9dbfb375b02cef5e,Trainee,1,1,Trainee,Providing preventative primary care for children of all ages,e53c420f-bd1d-48c1-973c-2ef023a8753d,,,1,Infant >30 days,,,,,2,Moderate,,,,,,"****** did a thorough job in discussing and following up with parents with vaccine hesitancy, understanding concerns and navigating differing viewpoints from mom and dad. This is a family with whom ****** has been designated the PCP and important relationship building and trust was established. This visit also needed to address a variety of issues beyond vaccine hesitancy including feedings, switching formulas, stooling, etc. ****** was able to identify the varied issues and responded well to minor suggestions about how to differentiate between ""normal"" and ""abnormal"" and how to communicate this effectively back to the family while simultaneously acknowledging all the concerns. When a visit has multiple concerns and problems to address, one way is to prioritize what the family feels is the most important concern to them, understand why, make sure to address that issue, and if appropriate, continue further discussion in subsequent visits.",,,,,,,,,,,Primary Care Clinic,4,"RESIDENT LED CARE WITH MINIMAL SUPERVISION NEEDED: Resident directed care, supervision only led to small adjustments in care",
35f99f9b-0317-4e94-aa8b-de0899681b82,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- GENERAL FEEDBACK,b4890c30-4bc0-11f0-8081-bbd0b63f5b7d,686dcffe-8aa2-4ed8-811e-e25fcf4bb678,ad09cbddb55429c0235f82c684027f33,2025-08-01 15:44:02.000,2025-08-01 15:44:02.000,2025-08-01 17:47:07.120,2025-08-01 15:46:11.772,2025-08-08 15:44:02.000,bf6bfa3b4979e8f0f7222a0fbcfd22ef,Attending,ad09cbddb55429c0235f82c684027f33,Trainee,1,1,Trainee,General Feedback (narrative questions only),c54cf74f-df33-4d67-89fd-08ef4110f5d5,,,,,2,Based on multiple personal observations,,,,,,,,,,******* is doing a great job on her first week (ever!) on Peds. She thinks independently about each patient and poses her own plans. She also incorporates feedback. I asked her to include an assessment on all patients and she did it very well today.,,"Would watch out for medical lingo in front of families (e.g. ""afebrile"" ""softer BPs"").",,,,,,,,,Hospitalist/GP Inpatient,,,
36d37abc-a46c-4111-8989-3032274d6330,0d5099be4af1b9fb7ef4f448e6d284f0,PROCEDURE,74c1f574-20ae-4348-823d-eb37a3c091c1,f73cb585-be3d-4ea5-b7ac-806f8cdc2c3e,ae4e9c00944d5450c5cb369951b03be8,2025-09-24 02:34:03.000,2025-09-24 02:34:03.000,2025-09-24 02:48:41.186,2025-09-24 02:35:03.209,2025-10-01 02:34:03.000,ae4e9c00944d5450c5cb369951b03be8,Attending,5e0c46af661f840a6516f17c9cb652a8,Trainee,1,1,Attending,Perform a procedure,2f2e7b11-d839-489a-947b-a8c9dcf371cc,,,,,,,,,2,Moderate,,,,,,********** did a fantastic job with an LMA surfactant procedure placing the LMA on her first attempt after practicing it on the manikin right before we did the procedure on a patient. She asked good clarifying questions during the simulated scenario right before.,,,,,,,12,Other,,,NICU/PICU,4,"RESIDENT LED CARE WITH MINIMAL SUPERVISION NEEDED: Resident directed care, supervision only led to small adjustments in care",
37f7f80f-0049-4ce5-bd72-fa5b26f0f837,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- GENERAL FEEDBACK,59d9e41a-4bc2-11f0-89c7-af564fce422f,dc422f9a-6953-4ca9-8dbb-dcfc1472344f,f58c8df6d927f8b416a1771c28b63da2,2025-10-17 15:20:24.000,2025-10-17 15:20:24.000,2025-10-17 15:25:36.506,2025-10-17 15:21:29.052,2025-10-24 15:20:24.000,f58c8df6d927f8b416a1771c28b63da2,Attending,6c0848aa4ce7912b9dbfb375b02cef5e,Trainee,1,1,Attending,General Feedback (narrative questions only),c54cf74f-df33-4d67-89fd-08ef4110f5d5,,,,,2,Based on multiple personal observations,,,,,,,,,,"****** continues to do a great job with infant care and involving student learners into the visit. He is attentive to his patient needs and also the needs of the learner. He is a strong communicator and teaching is likely reinforcing his knowledge and helping with acknowledging his own limits. Keep up the great work, ******!",,"For the future, as patient visit numbers per session increase or as patient complexity increases, make sure to balance efficiency in the visit/time with the patient/family and engaging with a learner. You keep them active on their learning, and it is okay to give them specific tasks or teach about specifics components (vs lots of things) if there is a time pressure.",,,,,,,,,Primary Care Clinic,,,
388ed5df-8393-418b-814c-0a81a9fc4375,0d5099be4af1b9fb7ef4f448e6d284f0,ACUTE COMMON PROBLEM,a1c8c735-5fd0-433c-b5ba-16a219ad8b78,1d4fcdf0-9a9e-47d6-92b5-849eead89c54,0d2ea8e3604464e270e9d675958f24b1,2025-08-01 14:43:17.000,2025-08-01 14:43:17.000,2025-08-01 17:10:12.930,2025-08-01 17:07:00.405,2025-08-08 14:43:17.000,0d2ea8e3604464e270e9d675958f24b1,Attending,40852edd0610b42e6209c7c67257dda6,Trainee,1,1,Attending,ACUTE COMMON PROBLEM (Hospitalist/GP Inpatient),d3aad393-249e-4a53-ae65-6c4fb43e6f30,,,,,,,,,3,Complex,31,Other,,,,"I think you are doing a great job working on your assessments - you want to focus on key presenting symptoms, current problems and trajectory of illness.",,,,,,,,,,,Hospitalist/GP Inpatient,3,SUPERVISOR AND RESIDENT CO-LED CARE: Required supervising physician(s) to direct some aspects of the care,
3c66116f-2a67-4833-8604-321472c2bce3,0d5099be4af1b9fb7ef4f448e6d284f0,Single Free Text Question- COMMUNICATING WITH PATIENT AND FAMILIES/PROVIDING FAMILY-CENTERED CARE,64618f70-4c74-11f0-bfa1-cf6ba3e29be9,fbb25dc1-b0b3-4fd4-8d70-1f9fca18443c,73ee67a6f2c98f764cc30f44c839bc36,2025-09-17 17:11:59.041,2025-09-17 17:11:59.041,2025-09-17 17:14:49.984,2025-09-17 17:12:36.369,2025-09-24 17:11:59.041,73ee67a6f2c98f764cc30f44c839bc36,Attending,74bc209ae62d33eb247e9350d53685f5,Trainee,1,1,Attending,Deliver family-centered care,cda5e97e-5421-47b4-8edb-03fe67c4012b,,,,,2,Based on multiple personal observations,,,,,,,,,"Really phenomenal communication with patients and families. Model of family-centered rounding. ***** always starts rounds by introducing herself and team, explaining what family-centered rounds is, and checking in with the family. She has an empathetic communication style. She always communicates clearly and effectively, and is able to convey all the relevant information efficiently without seeming rushed. Today, she sought buy-in from a mother about our plan (which involved placing a new IV) - she validated the mother's concerns about the IV, explained our reasoning, and ensured we had joint decision making and the mother's input before finalizing the plan. Really excellent.",,,,,,,,,,,,Hospitalist/GP Inpatient,,,
44032869-70d2-46cf-9419-8cfc1c66b2da,0d5099be4af1b9fb7ef4f448e6d284f0,"CONSULT a subspecialist/surgeon- identification of need, communicate question, follow up recommendations",c7425cb6-f209-46a6-b4f8-4fd4daad2612,e7534a06-b15e-466e-a4a9-55dc9ae1cb4f,28b81985aac07ffc363f1834b0914794,2025-09-18 18:45:29.000,2025-09-18 18:45:29.000,2025-09-18 18:48:45.141,2025-09-18 18:47:00.256,2025-09-25 18:45:29.000,28b81985aac07ffc363f1834b0914794,Attending,42479cada3440cd5a6b969a7334fcbc5,Trainee,1,1,Attending,Seek and manage consultation or referral for patients who require subspecialty medical or surgical care,61e94735-dafb-4940-95c3-e47b769e4bd6,,,,,,,,,2,Moderate,,,,,,"Explained our role, used patient-friendly language, balanced being warm and open and friendly to young child patient and professional to parent.",,,,,,,,,,,Other Subspeciality,3,SUPERVISOR AND RESIDENT CO-LED CARE: Required supervising physician(s) to direct some aspects of the care,
46c6c281-4ada-4144-93a6-21810bea0f8f,0d5099be4af1b9fb7ef4f448e6d284f0,"ROUTINE HEALTH VISIT for child WITHOUT significant complex, chronic, or special health care needs",ebffffa8-c755-4a62-b157-dc3a17ed3385,cf1c00ce-a3dd-40f2-a44d-67fac6d7f554,d2b80b4f5178a079fc9272b65c5e5b72,2025-10-21 15:06:55.000,2025-10-21 15:06:55.000,2025-10-21 15:12:15.025,2025-10-21 15:11:15.644,2025-10-28 15:06:55.000,d2b80b4f5178a079fc9272b65c5e5b72,Attending,74bc209ae62d33eb247e9350d53685f5,Trainee,1,1,Attending,Providing preventative primary care for children of all ages,e53c420f-bd1d-48c1-973c-2ef023a8753d,,,1,Infant >30 days,,,,,1,Straightforward,,,,,,"Thorough and comprehensive assessment and plan, no prompting needing for plan or management, excellent job!",,,,,,,,,,,Primary Care Clinic,4,"RESIDENT LED CARE WITH MINIMAL SUPERVISION NEEDED: Resident directed care, supervision only led to small adjustments in care",
4c78d227-9e7d-42ad-b5a4-810ef78f76b0,0d5099be4af1b9fb7ef4f448e6d284f0,ACUTE COMMON PROBLEM,a1c8c735-5fd0-433c-b5ba-16a219ad8b78,6495dce6-abca-4397-ab5e-83908718ecb2,2cbd7b13ae45ed27021a6af5ae063831,2025-10-17 19:43:35.000,2025-10-17 19:43:35.000,2025-10-17 19:48:17.646,2025-10-17 19:45:25.819,2025-10-24 19:43:35.000,2cbd7b13ae45ed27021a6af5ae063831,Attending,bfc0e2d2f82f3b5678a0692bc0ab1013,Trainee,1,1,Attending,ACUTE COMMON PROBLEM (Hospitalist/GP Inpatient),d3aad393-249e-4a53-ae65-6c4fb43e6f30,,,,,,,,,2,Moderate,4,Arthritis or Limp,,,,"Great job at providing information to family and headlining with important news. The family is waiting on. For areas of improvement, would keep in mind discharge criteria for patients. This include an activities of daily living they need to do before going home such as demonstrating they are able to bear weight.",,,,,,,,,,,Hospitalist/GP Inpatient,3,SUPERVISOR AND RESIDENT CO-LED CARE: Required supervising physician(s) to direct some aspects of the care,
512c356d-b1db-4653-b797-3dcb4ea9ff4e,0d5099be4af1b9fb7ef4f448e6d284f0,FOLLOW UP VISIT for a chronic or complex health care need,6e1b8b08-4be1-11f0-a190-9f6dc4dd9f71,67de06e9-6ce7-4e57-bb71-5dacc44dc686,c4325317c939584d73252925a1d6d061,2025-08-25 21:26:46.000,2025-08-25 21:26:46.000,2025-08-26 01:41:59.639,2025-08-25 21:29:43.959,2025-09-01 21:26:46.000,6dd427a4743d86ee2874aaacbd049602,Attending,c4325317c939584d73252925a1d6d061,Trainee,1,1,Trainee,"Provide comprehensive healthcare for a child with complex, chronic, or special health care needs",a4ce695f-419d-4346-ac47-d918f63d562f,,,4,Adolescent,,,,,2,Moderate,,,,,,"**** has a great ""bedside"" manner and quickly established rapport with the patients. She should continue to be inquisitive and I am confident that she will have increasing confidence in patient care. I note that she took the feedback from prior documentation (which was quite good at baseline) and improved in the time between sessions.",,,,,,,,,,,Primary Care Clinic,3,SUPERVISOR AND RESIDENT CO-LED CARE: Required supervising physician(s) to direct some aspects of the care,
53524a58-45cf-4967-9362-c8aafaf696d7,0d5099be4af1b9fb7ef4f448e6d284f0,"CONSULT a subspecialist/surgeon- identification of need, communicate question, follow up recommendations",c7425cb6-f209-46a6-b4f8-4fd4daad2612,7f7eaa9b-77fd-4a94-bf5e-08b06cb43ef4,c4325317c939584d73252925a1d6d061,2025-07-30 10:11:00.000,2025-07-30 10:11:00.000,2025-07-31 11:49:20.770,2025-07-31 10:14:20.132,2025-08-06 10:11:00.000,533431b944240a282fa5ef56584acb0b,Attending,c4325317c939584d73252925a1d6d061,Trainee,1,1,Trainee,Seek and manage consultation or referral for patients who require subspecialty medical or surgical care,61e94735-dafb-4940-95c3-e47b769e4bd6,,,,,,,,,2,Moderate,,,,,,"You did a fantastic job navigating some important consults. You articulated the questions and complexities of the situations clearly which yielded helpful responses from both consulting teams. The endocrine situation was complicated given that information that we received ended up being slightly different between members of their team, but there was nothing to have done differently in that situation on our end, as the questions were very clearly addressed. For the G.I. situation, to take it to the next level, could further probe what would be considered abnormal such that we could then give the family clear return precautions. From my end, it is also important that they document that these findings are normal which is less directly about patient care and more for medical legal ramifications. That piece is my responsibility to ensure that it is appropriately done and so again, nothing differently to have done here.",,,,,,,,,,,Other Subspeciality,4,"RESIDENT LED CARE WITH MINIMAL SUPERVISION NEEDED: Resident directed care, supervision only led to small adjustments in care",
55248979-6d8c-4682-9913-483bbb8d4f9b,0d5099be4af1b9fb7ef4f448e6d284f0,BEHAVIOR MENTAL HEALTH PROBLEM,abf61a4e-4e69-4d62-a715-a2c15a2c3354,15045ec4-baa8-4b23-871c-37568a3415e0,cf2a92a3c54e1890e9f1058cd63dfdb3,2025-09-18 19:15:52.000,2025-09-18 19:15:52.000,2025-09-18 19:20:56.200,2025-09-18 19:17:30.626,2025-09-25 19:15:52.000,cf2a92a3c54e1890e9f1058cd63dfdb3,Attending,bd74c9e492194725dcbc65aaf5027f56,Trainee,1,1,Attending,Assess and manage a patient with a common behavior/mental health problem,df101593-9768-4981-b739-b5937c875ab1,,,,,,,,,1,Straightforward,3,Autism/Autism Spectrum Disorder,,,,Accurately gauged a parent's level of interest in optimizing her daughter's sleep medications,,,,,,,,,,,Other Subspeciality,4,"RESIDENT LED CARE WITH MINIMAL SUPERVISION NEEDED: Resident directed care, supervision only led to small adjustments in care",
